loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_mean,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target
10000.0,60.0,13.33,229.23,C,C3,6.0,MORTGAGE,107000.0,Verified,credit_card,21.81,0.0,707.0,0.0,15.0,0.0,63577.0,87.6,33.0,0
4400.0,36.0,16.55,155.89,D,D2,0.0,OWN,50000.0,Source Verified,other,5.59,2.0,677.0,0.0,7.0,0.0,6194.0,57.0,31.0,0
6000.0,36.0,12.99,202.14,B,B4,3.0,MORTGAGE,48000.0,Not Verified,debt_consolidation,14.35,0.0,677.0,0.0,8.0,1.0,4136.0,58.3,17.0,0
14400.0,36.0,11.49,474.79,B,B5,5.0,RENT,43000.0,Verified,debt_consolidation,16.69,0.0,667.0,1.0,17.0,0.0,13575.0,87.6,28.0,0
35000.0,60.0,20.49,936.86,E,E2,0.0,RENT,120000.0,Verified,debt_consolidation,27.88,0.0,682.0,1.0,9.0,0.0,31717.0,90.9,26.0,1
5000.0,36.0,11.53,164.96,B,B5,6.0,RENT,70000.0,Source Verified,car,8.23,1.0,687.0,0.0,15.0,0.0,22025.0,67.4,35.0,0
8000.0,36.0,7.26,247.97,A,A4,10.0,MORTGAGE,82500.0,Not Verified,home_improvement,22.07,0.0,692.0,0.0,12.0,0.0,5332.0,44.8,17.0,0
8000.0,36.0,12.29,266.83,C,C1,4.0,RENT,50000.0,Not Verified,credit_card,18.84,0.0,682.0,0.0,10.0,0.0,19924.0,53.0,14.0,0
6000.0,36.0,15.61,209.79,D,D1,2.0,MORTGAGE,75000.0,Source Verified,medical,17.76,1.0,662.0,1.0,18.0,0.0,11778.0,85.3,21.0,0
10000.0,36.0,12.79,335.93,C,C1,2.0,RENT,65000.0,Source Verified,debt_consolidation,13.89,0.0,687.0,0.0,10.0,0.0,13129.0,35.1,16.0,0
10000.0,36.0,13.33,338.54,C,C3,6.0,RENT,70000.0,Not Verified,credit_card,23.21,0.0,662.0,0.0,7.0,1.0,5482.0,78.0,19.0,1
10000.0,36.0,15.8,350.59,C,C3,5.0,RENT,65000.0,Not Verified,debt_consolidation,28.9,0.0,682.0,1.0,14.0,1.0,7797.0,41.3,37.0,0
12375.0,60.0,16.29,302.85,D,D2,0.0,MORTGAGE,46000.0,Verified,debt_consolidation,13.33,0.0,667.0,0.0,11.0,0.0,12387.0,66.2,38.0,0
10500.0,36.0,14.85,363.22,C,C5,6.0,RENT,78000.0,Source Verified,debt_consolidation,17.68,0.0,662.0,2.0,11.0,1.0,12209.0,77.3,22.0,0
34950.0,60.0,24.5,1015.61,F,F3,8.0,MORTGAGE,103200.0,Verified,home_improvement,2.03,5.0,672.0,0.0,12.0,0.0,4184.0,35.2,25.0,0
22000.0,36.0,17.27,787.32,D,D2,10.0,RENT,108000.0,Verified,debt_consolidation,15.84,0.0,667.0,1.0,15.0,0.0,34694.0,78.0,25.0,0
25000.0,36.0,6.49,766.12,A,A2,3.0,RENT,135000.0,Verified,debt_consolidation,15.36,0.0,687.0,0.0,9.0,0.0,28877.0,91.4,16.0,0
2000.0,36.0,9.49,64.06,B,B2,3.0,RENT,79000.0,Source Verified,other,11.44,0.0,672.0,0.0,8.0,0.0,9778.0,94.9,17.0,1
15000.0,60.0,17.09,373.52,D,D1,0.0,MORTGAGE,119000.0,Source Verified,debt_consolidation,18.54,0.0,767.0,0.0,11.0,0.0,1089.0,3.7,20.0,1
28800.0,60.0,10.78,623.03,B,B4,5.0,OWN,80000.0,Not Verified,debt_consolidation,20.78,2.0,682.0,1.0,17.0,0.0,36403.0,54.0,27.0,0
5000.0,36.0,6.24,152.66,A,A2,4.0,RENT,50500.0,Source Verified,credit_card,14.28,0.0,692.0,1.0,9.0,0.0,17341.0,58.2,26.0,0
24000.0,60.0,14.99,570.84,C,C5,10.0,MORTGAGE,85000.0,Source Verified,debt_consolidation,18.82,0.0,672.0,0.0,7.0,0.0,18807.0,77.4,31.0,0
30000.0,60.0,18.25,765.89,E,E1,3.0,MORTGAGE,95000.0,Verified,debt_consolidation,32.24,0.0,672.0,2.0,19.0,0.0,26363.0,75.5,35.0,0
15000.0,60.0,14.47,352.69,C,C2,10.0,MORTGAGE,65000.0,Not Verified,credit_card,12.03,0.0,722.0,0.0,12.0,0.0,9295.0,27.9,15.0,0
28000.0,60.0,20.89,755.77,D,D4,7.0,RENT,120000.0,Not Verified,debt_consolidation,18.7,0.0,692.0,0.0,16.0,0.0,32795.0,83.0,24.0,0
25000.0,36.0,6.49,766.12,A,A2,10.0,MORTGAGE,108500.0,Verified,debt_consolidation,23.43,0.0,687.0,0.0,13.0,0.0,62448.0,79.0,21.0,0
28000.0,36.0,7.9,876.13,A,A4,2.0,MORTGAGE,140000.0,Source Verified,debt_consolidation,13.13,0.0,747.0,0.0,15.0,0.0,18643.0,37.6,41.0,0
19000.0,36.0,11.99,630.99,C,C1,10.0,RENT,55000.0,Source Verified,debt_consolidation,11.3,0.0,662.0,1.0,12.0,0.0,19707.0,37.2,20.0,0
20000.0,36.0,7.26,619.93,A,A4,10.0,OWN,120000.0,Verified,credit_card,18.6,1.0,682.0,0.0,14.0,0.0,29543.0,52.4,24.0,0
12500.0,36.0,13.05,421.48,B,B5,2.0,OWN,45000.0,Not Verified,credit_card,8.77,0.0,682.0,0.0,5.0,0.0,6889.0,75.7,5.0,1
10000.0,36.0,12.59,334.97,C,C2,0.0,MORTGAGE,35500.0,Verified,credit_card,30.16,0.0,697.0,1.0,11.0,0.0,23703.0,90.5,25.0,0
15000.0,36.0,6.03,456.54,A,A1,3.0,RENT,126000.0,Verified,debt_consolidation,27.57,0.0,682.0,0.0,18.0,0.0,37264.0,73.8,40.0,0
15000.0,36.0,16.29,529.51,D,D2,1.0,RENT,101000.0,Source Verified,other,11.89,0.0,662.0,1.0,8.0,0.0,6320.0,66.5,9.0,0
12800.0,60.0,18.54,328.81,E,E1,0.0,RENT,125000.0,Source Verified,debt_consolidation,12.45,4.0,677.0,1.0,12.0,0.0,3184.0,38.8,28.0,0
9975.0,36.0,12.99,336.05,C,C2,3.0,OWN,29500.0,Verified,debt_consolidation,29.54,0.0,692.0,0.0,13.0,0.0,18213.0,32.6,17.0,0
11575.0,60.0,14.65,273.25,C,C5,3.0,OWN,67000.0,Verified,credit_card,20.03,1.0,662.0,0.0,25.0,1.0,8233.0,85.8,59.0,0
5000.0,36.0,7.35,155.19,A,A4,0.0,MORTGAGE,80000.0,Source Verified,credit_card,8.31,0.0,697.0,3.0,14.0,0.0,4038.0,12.5,16.0,0
25000.0,60.0,24.84,731.44,E,E3,9.0,MORTGAGE,100000.0,Not Verified,credit_card,19.68,0.0,737.0,0.0,11.0,0.0,21206.0,50.3,22.0,0
12000.0,36.0,7.26,371.96,A,A4,10.0,MORTGAGE,44549.0,Source Verified,debt_consolidation,25.89,0.0,687.0,1.0,8.0,0.0,5482.0,47.7,12.0,0
19900.0,60.0,12.99,452.69,C,C1,8.0,RENT,100000.0,Source Verified,debt_consolidation,11.78,0.0,687.0,1.0,7.0,0.0,20113.0,80.8,19.0,0
5000.0,36.0,10.64,162.85,B,B2,5.0,MORTGAGE,72000.0,Not Verified,credit_card,20.95,0.0,702.0,0.0,14.0,0.0,8361.0,39.6,19.0,0
4000.0,60.0,17.27,100.0,D,D3,4.0,RENT,45000.0,Source Verified,other,7.37,0.0,672.0,0.0,10.0,0.0,4786.0,82.5,13.0,1
6000.0,36.0,18.24,217.64,D,D5,7.0,OWN,32000.0,Source Verified,other,25.77,0.0,672.0,1.0,18.0,0.0,17906.0,51.8,35.0,0
12850.0,60.0,18.99,333.27,E,E1,1.0,MORTGAGE,42000.0,Source Verified,home_improvement,25.14,0.0,702.0,0.0,14.0,0.0,3872.0,34.9,29.0,0
2200.0,36.0,14.09,75.29,B,B5,0.0,RENT,16000.0,Verified,credit_card,14.93,0.0,677.0,0.0,4.0,0.0,6169.0,73.4,11.0,0
11000.0,36.0,7.46,341.97,A,A4,2.0,RENT,57000.0,Not Verified,credit_card,18.88,0.0,732.0,1.0,13.0,0.0,10844.0,26.1,14.0,0
16000.0,36.0,12.49,535.19,B,B5,10.0,MORTGAGE,70000.0,Verified,credit_card,31.3,0.0,667.0,0.0,20.0,0.0,31349.0,61.7,34.0,1
24000.0,36.0,11.53,791.77,B,B5,10.0,RENT,128000.0,Verified,credit_card,23.33,0.0,662.0,1.0,18.0,0.0,48070.0,98.5,35.0,0
13000.0,60.0,14.46,305.6,C,C4,6.0,MORTGAGE,33770.0,Source Verified,debt_consolidation,23.95,0.0,707.0,0.0,8.0,0.0,11020.0,77.6,8.0,0
14000.0,60.0,9.99,297.39,B,B3,2.0,RENT,53500.0,Source Verified,debt_consolidation,18.69,0.0,692.0,0.0,4.0,0.0,13763.0,79.1,27.0,0
20000.0,36.0,12.74,671.38,C,C1,3.0,MORTGAGE,67000.0,Not Verified,credit_card,21.1,0.0,727.0,1.0,13.0,0.0,4744.0,27.9,25.0,0
20000.0,60.0,9.17,416.82,B,B2,10.0,OWN,65000.0,Not Verified,debt_consolidation,14.84,0.0,722.0,0.0,22.0,0.0,42221.0,30.8,41.0,0
8400.0,36.0,17.77,302.72,D,D1,6.0,MORTGAGE,26624.0,Not Verified,debt_consolidation,20.87,0.0,667.0,2.0,7.0,0.0,6496.0,87.8,12.0,0
5000.0,36.0,12.49,167.25,B,B5,10.0,MORTGAGE,69983.0,Source Verified,debt_consolidation,16.96,0.0,682.0,0.0,6.0,0.0,15327.0,100.2,18.0,0
3325.0,36.0,16.99,118.53,D,D3,8.0,RENT,34000.0,Verified,other,18.57,1.0,662.0,1.0,4.0,1.0,944.0,35.0,16.0,1
16700.0,60.0,13.99,388.5,C,C4,2.0,RENT,38000.0,Source Verified,debt_consolidation,23.69,4.0,667.0,0.0,13.0,0.0,2448.0,21.5,20.0,0
10000.0,36.0,14.46,344.02,C,C4,10.0,RENT,71000.0,Not Verified,debt_consolidation,31.16,0.0,677.0,0.0,18.0,0.0,36715.0,73.3,24.0,0
12000.0,60.0,11.99,266.88,C,C1,2.0,MORTGAGE,31200.0,Not Verified,debt_consolidation,21.77,0.0,677.0,0.0,11.0,1.0,17106.0,39.6,27.0,0
17225.0,60.0,27.31,529.17,G,G2,0.0,RENT,56000.0,Verified,debt_consolidation,8.66,0.0,682.0,0.0,11.0,0.0,9362.0,61.6,12.0,1
15000.0,36.0,7.89,469.29,A,A5,8.0,OWN,56000.0,Not Verified,debt_consolidation,10.59,0.0,707.0,1.0,9.0,0.0,20341.0,55.3,17.0,0
19750.0,36.0,16.7,701.16,E,E2,0.0,OWN,52000.0,Not Verified,house,18.18,0.0,667.0,2.0,11.0,0.0,12532.0,57.0,16.0,0
4400.0,36.0,10.99,144.03,B,B2,10.0,MORTGAGE,43000.0,Not Verified,credit_card,13.66,1.0,677.0,0.0,7.0,0.0,15054.0,61.2,24.0,0
16000.0,36.0,11.22,525.49,B,B5,10.0,MORTGAGE,120800.0,Source Verified,debt_consolidation,13.98,0.0,722.0,0.0,12.0,0.0,47140.0,68.6,29.0,0
7200.0,36.0,14.65,248.36,C,C5,10.0,RENT,60000.0,Verified,major_purchase,17.18,0.0,692.0,0.0,9.0,0.0,12837.0,72.9,25.0,0
35000.0,36.0,8.39,1103.09,A,A5,1.0,OWN,150000.0,Source Verified,credit_card,28.34,0.0,732.0,2.0,24.0,0.0,90105.0,64.6,63.0,1
9000.0,36.0,16.99,320.83,D,D1,10.0,MORTGAGE,46715.0,Verified,credit_card,7.45,0.0,667.0,3.0,4.0,0.0,5888.0,98.0,13.0,0
9600.0,36.0,6.24,293.1,A,A2,3.0,RENT,89000.0,Verified,credit_card,21.67,0.0,702.0,0.0,9.0,0.0,8475.0,54.7,17.0,0
14400.0,60.0,14.99,342.5,C,C5,3.0,RENT,124000.0,Source Verified,debt_consolidation,25.79,0.0,667.0,1.0,13.0,0.0,15617.0,69.4,34.0,0
21600.0,60.0,9.17,450.17,B,B2,10.0,MORTGAGE,70000.0,Source Verified,debt_consolidation,14.3,0.0,787.0,0.0,12.0,0.0,15970.0,29.1,27.0,0
16000.0,36.0,10.16,517.48,B,B1,1.0,MORTGAGE,115000.0,Not Verified,credit_card,10.45,0.0,687.0,1.0,12.0,0.0,35952.0,70.0,35.0,0
18000.0,36.0,9.99,580.73,B,B3,10.0,MORTGAGE,77000.0,Source Verified,debt_consolidation,22.93,0.0,697.0,0.0,10.0,0.0,17189.0,83.8,27.0,0
9600.0,36.0,15.61,335.67,C,C4,3.0,MORTGAGE,51687.0,Source Verified,credit_card,16.68,0.0,672.0,2.0,7.0,0.0,8830.0,98.1,30.0,0
24000.0,60.0,21.85,660.81,D,D5,1.0,MORTGAGE,93200.0,Source Verified,debt_consolidation,15.86,0.0,667.0,0.0,20.0,0.0,30024.0,87.8,24.0,1
25000.0,60.0,10.64,539.09,B,B4,8.0,OWN,85000.0,Not Verified,debt_consolidation,21.28,1.0,702.0,1.0,14.0,0.0,19851.0,44.4,29.0,0
3100.0,36.0,7.62,96.61,A,A3,9.0,RENT,39000.0,Not Verified,debt_consolidation,16.95,0.0,727.0,0.0,18.0,1.0,10253.0,22.1,30.0,0
8000.0,36.0,10.49,259.99,B,B3,10.0,MORTGAGE,100569.0,Not Verified,debt_consolidation,6.96,0.0,732.0,3.0,11.0,0.0,3195.0,11.5,21.0,0
5000.0,36.0,13.33,169.27,C,C3,8.0,RENT,50000.0,Verified,debt_consolidation,31.83,0.0,662.0,0.0,10.0,1.0,16454.0,71.9,12.0,0
11200.0,36.0,17.99,404.86,D,D2,9.0,RENT,45000.0,Not Verified,credit_card,19.6,0.0,672.0,2.0,6.0,0.0,9668.0,78.0,6.0,1
12000.0,36.0,9.99,387.15,B,B3,2.0,RENT,95000.0,Source Verified,credit_card,15.42,0.0,702.0,0.0,4.0,0.0,14229.0,83.7,11.0,0
1600.0,36.0,11.05,52.42,B,B4,0.0,OWN,36000.0,Not Verified,house,0.0,0.0,757.0,2.0,6.0,0.0,0.0,0.0,8.0,0
6000.0,36.0,6.68,184.39,A,A3,5.0,RENT,100000.0,Not Verified,credit_card,11.52,1.0,677.0,0.0,7.0,0.0,7429.0,23.3,20.0,0
27750.0,36.0,13.33,939.43,C,C3,8.0,MORTGAGE,81000.0,Verified,debt_consolidation,18.62,0.0,727.0,0.0,19.0,0.0,16441.0,24.4,28.0,0
4675.0,36.0,10.0,150.85,B,B2,0.0,RENT,50000.0,Source Verified,credit_card,20.71,0.0,692.0,0.0,7.0,0.0,8369.0,83.7,18.0,0
20000.0,36.0,16.99,712.96,D,D3,3.0,MORTGAGE,132000.0,Source Verified,debt_consolidation,15.79,2.0,662.0,0.0,9.0,0.0,12249.0,94.2,44.0,0
20000.0,60.0,12.49,449.86,B,B5,8.0,RENT,103000.0,Verified,debt_consolidation,26.35,1.0,682.0,0.0,9.0,0.0,12161.0,89.4,23.0,0
3200.0,36.0,11.67,105.79,B,B4,2.0,MORTGAGE,70000.0,Not Verified,credit_card,5.23,0.0,667.0,1.0,5.0,0.0,5511.0,88.9,18.0,0
13000.0,60.0,12.62,293.27,C,C1,0.0,RENT,80000.0,Not Verified,credit_card,5.75,0.0,717.0,0.0,12.0,0.0,9976.0,15.0,12.0,0
10000.0,36.0,7.89,312.86,A,A5,10.0,RENT,33000.0,Source Verified,debt_consolidation,31.13,0.0,717.0,0.0,12.0,0.0,13429.0,29.8,30.0,0
35000.0,36.0,14.91,1211.75,D,D2,5.0,RENT,108350.0,Verified,debt_consolidation,19.25,0.0,702.0,0.0,13.0,0.0,54360.0,59.5,43.0,0
5000.0,36.0,10.41,162.31,B,B3,1.0,OWN,130000.0,Source Verified,house,7.96,0.0,692.0,0.0,6.0,1.0,1922.0,66.3,16.0,1
30000.0,36.0,12.29,1000.59,C,C1,6.0,RENT,180000.0,Source Verified,debt_consolidation,20.85,0.0,667.0,2.0,22.0,0.0,24464.0,72.2,43.0,0
10000.0,36.0,11.44,329.48,B,B4,4.0,OWN,110000.0,Source Verified,debt_consolidation,10.59,0.0,662.0,0.0,11.0,0.0,15718.0,73.8,15.0,0
11000.0,36.0,7.89,344.15,A,A5,3.0,RENT,41000.0,Source Verified,credit_card,17.3,0.0,692.0,0.0,13.0,0.0,14785.0,45.5,21.0,0
22850.0,60.0,20.2,607.94,E,E3,5.0,RENT,65000.0,Source Verified,debt_consolidation,16.86,0.0,687.0,0.0,11.0,0.0,9423.0,34.0,18.0,0
17475.0,36.0,9.16,557.01,B,B2,10.0,MORTGAGE,100000.0,Not Verified,debt_consolidation,12.47,0.0,777.0,0.0,12.0,0.0,14570.0,33.0,22.0,0
18000.0,36.0,6.97,555.55,A,A2,0.0,MORTGAGE,42000.0,Verified,debt_consolidation,16.29,0.0,772.0,0.0,11.0,0.0,10831.0,26.9,23.0,0
10000.0,60.0,8.18,203.63,B,B1,2.0,RENT,53000.0,Source Verified,credit_card,15.58,1.0,712.0,0.0,16.0,0.0,3278.0,20.2,28.0,0
24000.0,60.0,11.49,527.71,B,B5,4.0,OWN,85500.0,Not Verified,debt_consolidation,20.14,0.0,752.0,2.0,13.0,0.0,21347.0,35.3,34.0,0
10625.0,36.0,18.55,387.06,E,E2,0.0,RENT,25320.0,Verified,debt_consolidation,34.59,0.0,667.0,1.0,25.0,0.0,20849.0,70.4,47.0,0
8000.0,36.0,7.66,249.44,A,A5,5.0,MORTGAGE,60000.0,Source Verified,debt_consolidation,2.14,0.0,752.0,5.0,12.0,0.0,4213.0,7.0,40.0,0
6400.0,36.0,18.99,234.57,D,D3,6.0,RENT,65000.0,Verified,debt_consolidation,15.81,0.0,677.0,0.0,4.0,0.0,3017.0,33.5,11.0,0
16800.0,60.0,9.99,356.87,B,B3,8.0,RENT,55000.0,Not Verified,credit_card,27.49,0.0,702.0,1.0,16.0,0.0,46499.0,61.5,34.0,1
8000.0,36.0,10.42,259.72,B,B3,10.0,OWN,32000.0,Not Verified,debt_consolidation,22.81,1.0,672.0,1.0,9.0,0.0,12034.0,54.2,23.0,1
29000.0,36.0,7.69,904.62,A,A4,10.0,MORTGAGE,175000.0,Source Verified,debt_consolidation,10.59,3.0,672.0,0.0,7.0,0.0,29507.0,74.7,22.0,0
7000.0,36.0,13.99,239.21,C,C4,2.0,RENT,35000.0,Not Verified,debt_consolidation,25.45,0.0,702.0,1.0,10.0,0.0,8581.0,29.6,23.0,0
10500.0,36.0,7.26,325.46,A,A4,0.0,MORTGAGE,44300.0,Verified,credit_card,19.32,0.0,697.0,1.0,17.0,0.0,11297.0,31.1,56.0,1
14000.0,36.0,6.03,426.1,A,A1,3.0,MORTGAGE,80000.0,Not Verified,car,12.51,0.0,782.0,3.0,7.0,0.0,11449.0,25.2,16.0,0
10000.0,36.0,10.15,323.38,B,B2,10.0,MORTGAGE,82000.0,Not Verified,debt_consolidation,10.39,0.0,677.0,2.0,13.0,0.0,4623.0,29.4,23.0,0
3200.0,36.0,13.99,109.36,C,C4,1.0,RENT,24000.0,Verified,debt_consolidation,15.0,0.0,662.0,0.0,7.0,1.0,3335.0,38.8,17.0,0
21000.0,36.0,6.49,643.54,A,A2,0.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,15.12,0.0,717.0,0.0,11.0,0.0,19412.0,59.5,25.0,0
12000.0,36.0,11.99,398.52,C,C1,9.0,MORTGAGE,100000.0,Not Verified,debt_consolidation,34.08,0.0,697.0,1.0,16.0,1.0,15282.0,46.9,31.0,0
7500.0,36.0,19.52,276.9,E,E2,10.0,RENT,60000.0,Source Verified,other,2.3,0.0,667.0,1.0,7.0,1.0,1297.0,17.3,19.0,0
8000.0,36.0,11.99,265.68,B,B5,10.0,MORTGAGE,56000.0,Source Verified,home_improvement,17.98,2.0,667.0,0.0,9.0,0.0,4269.0,64.7,13.0,0
15000.0,60.0,16.29,367.09,D,D1,2.0,OWN,40000.0,Not Verified,debt_consolidation,23.97,0.0,697.0,1.0,24.0,0.0,21928.0,55.0,34.0,1
35000.0,60.0,16.99,869.66,D,D1,6.0,MORTGAGE,135000.0,Verified,debt_consolidation,17.27,0.0,752.0,0.0,14.0,0.0,7283.0,34.0,27.0,0
19525.0,36.0,18.55,711.28,E,E2,1.0,RENT,48000.0,Not Verified,credit_card,19.2,0.0,667.0,0.0,13.0,0.0,16280.0,56.9,16.0,1
10000.0,36.0,14.46,344.02,C,C4,2.0,RENT,45000.0,Source Verified,credit_card,23.57,0.0,727.0,0.0,11.0,0.0,3099.0,20.5,31.0,1
4000.0,36.0,13.59,135.92,C,C2,1.0,OWN,45000.0,Not Verified,debt_consolidation,4.04,0.0,697.0,0.0,10.0,0.0,3571.0,19.7,16.0,0
15000.0,60.0,15.1,357.64,C,C2,7.0,MORTGAGE,50000.0,Source Verified,credit_card,10.8,0.0,697.0,0.0,17.0,0.0,12934.0,35.8,44.0,0
4000.0,36.0,7.35,124.15,A,A4,0.0,OWN,54000.0,Not Verified,major_purchase,5.04,0.0,717.0,1.0,9.0,0.0,5751.0,43.9,14.0,1
9300.0,36.0,11.44,306.42,B,B4,1.0,RENT,36000.0,Source Verified,credit_card,5.43,0.0,672.0,0.0,15.0,0.0,5006.0,64.2,24.0,1
7000.0,36.0,7.89,219.0,A,A5,5.0,MORTGAGE,55000.0,Source Verified,debt_consolidation,29.98,0.0,737.0,1.0,18.0,0.0,3711.0,13.0,62.0,0
4450.0,36.0,14.49,153.16,C,C4,0.0,MORTGAGE,88440.0,Source Verified,debt_consolidation,13.91,0.0,662.0,2.0,10.0,1.0,2730.0,21.2,26.0,1
25000.0,60.0,15.31,598.83,C,C5,4.0,MORTGAGE,60000.0,Verified,debt_consolidation,15.62,0.0,682.0,0.0,12.0,0.0,15303.0,37.1,17.0,1
3000.0,36.0,17.19,107.25,E,E3,5.0,MORTGAGE,75000.0,Verified,vacation,10.99,0.0,667.0,3.0,12.0,1.0,9567.0,98.5,18.0,0
19200.0,60.0,12.99,436.77,C,C2,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,11.39,0.0,667.0,0.0,12.0,1.0,13432.0,45.2,26.0,0
9000.0,36.0,7.89,281.58,A,A5,10.0,MORTGAGE,95000.0,Source Verified,credit_card,4.16,1.0,702.0,1.0,13.0,0.0,9207.0,25.4,31.0,0
3000.0,36.0,8.18,94.26,B,B1,10.0,RENT,50000.0,Not Verified,other,9.75,0.0,782.0,1.0,11.0,0.0,1119.0,3.7,17.0,0
10000.0,60.0,18.99,259.36,E,E3,3.0,RENT,60000.0,Not Verified,credit_card,15.16,0.0,697.0,2.0,12.0,1.0,6206.0,22.5,16.0,0
20000.0,36.0,8.18,628.39,B,B1,10.0,MORTGAGE,140000.0,Not Verified,debt_consolidation,18.98,1.0,672.0,0.0,21.0,0.0,40199.0,53.2,33.0,0
18200.0,60.0,24.89,533.03,F,F4,7.0,MORTGAGE,145000.0,Verified,wedding,6.48,1.0,692.0,2.0,9.0,0.0,8057.0,56.7,14.0,0
3000.0,36.0,11.49,98.92,B,B5,10.0,RENT,45000.0,Verified,other,24.5,0.0,732.0,0.0,10.0,0.0,12029.0,62.7,24.0,0
7200.0,36.0,13.66,244.9,C,C3,6.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,18.6,0.0,662.0,1.0,7.0,0.0,4972.0,78.9,15.0,0
10000.0,36.0,12.29,333.53,C,C1,8.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,23.68,1.0,682.0,1.0,5.0,0.0,7513.0,77.5,9.0,0
17600.0,60.0,18.06,447.5,D,D2,8.0,MORTGAGE,40000.0,Not Verified,debt_consolidation,23.13,0.0,677.0,0.0,11.0,1.0,39.0,0.5,25.0,0
12000.0,36.0,9.44,384.06,B,B1,2.0,RENT,55000.0,Verified,credit_card,0.0,3.0,662.0,0.0,5.0,0.0,0.0,0.0,10.0,0
2400.0,36.0,13.49,81.44,C,C2,6.0,RENT,32000.0,Not Verified,debt_consolidation,10.95,0.0,732.0,0.0,9.0,0.0,6734.0,49.2,13.0,0
10000.0,36.0,16.02,351.67,C,C5,8.0,MORTGAGE,285000.0,Source Verified,house,8.46,0.0,677.0,1.0,12.0,0.0,35615.0,97.3,24.0,0
35000.0,60.0,15.59,843.53,C,C5,7.0,RENT,75000.0,Source Verified,home_improvement,8.56,0.0,722.0,0.0,8.0,1.0,2098.0,13.6,17.0,1
5000.0,36.0,11.49,164.86,B,B5,10.0,RENT,40000.0,Source Verified,debt_consolidation,12.63,0.0,662.0,0.0,3.0,1.0,3911.0,55.1,8.0,0
24000.0,36.0,17.14,857.34,D,D4,3.0,RENT,85000.0,Verified,debt_consolidation,12.55,1.0,697.0,4.0,10.0,0.0,8145.0,25.2,24.0,0
7200.0,36.0,6.89,221.96,A,A3,0.0,MORTGAGE,52000.0,Source Verified,credit_card,1.96,0.0,737.0,0.0,1.0,0.0,2658.0,47.5,8.0,0
9000.0,36.0,17.09,321.28,D,D1,0.0,RENT,35000.0,Verified,debt_consolidation,14.65,0.0,687.0,2.0,13.0,0.0,7933.0,25.9,20.0,0
6000.0,36.0,8.24,188.69,B,B1,0.0,MORTGAGE,84000.0,Source Verified,debt_consolidation,14.9,0.0,782.0,0.0,14.0,0.0,7123.0,29.0,23.0,0
20000.0,36.0,9.75,643.0,B,B3,4.0,MORTGAGE,85000.0,Verified,credit_card,30.82,0.0,672.0,0.0,16.0,0.0,136636.0,93.0,21.0,1
5000.0,36.0,14.33,171.7,C,C1,3.0,MORTGAGE,97000.0,Not Verified,debt_consolidation,15.12,1.0,667.0,0.0,10.0,0.0,6172.0,58.2,28.0,0
24000.0,36.0,6.62,736.89,A,A2,6.0,MORTGAGE,99750.0,Verified,debt_consolidation,11.36,0.0,727.0,1.0,13.0,0.0,29417.0,63.1,40.0,0
15000.0,36.0,10.99,491.03,B,B4,10.0,OWN,75000.0,Not Verified,home_improvement,1.36,1.0,722.0,1.0,6.0,0.0,4402.0,9.3,16.0,0
30000.0,36.0,16.29,1059.02,C,C4,10.0,MORTGAGE,108000.0,Source Verified,debt_consolidation,15.96,0.0,672.0,0.0,13.0,1.0,37008.0,76.3,19.0,0
16800.0,36.0,9.93,541.54,B,B2,3.0,MORTGAGE,83000.0,Source Verified,debt_consolidation,11.81,0.0,667.0,0.0,6.0,1.0,2596.0,32.9,14.0,0
7000.0,36.0,12.29,233.48,C,C1,1.0,RENT,24000.0,Verified,debt_consolidation,37.65,0.0,712.0,0.0,6.0,1.0,3187.0,34.6,23.0,0
16000.0,36.0,13.66,544.21,C,C3,0.0,RENT,96000.0,Not Verified,debt_consolidation,25.4,0.0,687.0,3.0,8.0,0.0,20728.0,89.3,16.0,1
30000.0,36.0,11.99,996.29,C,C1,3.0,RENT,70000.0,Verified,debt_consolidation,19.76,0.0,712.0,0.0,9.0,0.0,19518.0,60.8,16.0,0
35000.0,36.0,13.33,1184.86,C,C3,4.0,MORTGAGE,275000.0,Verified,debt_consolidation,10.58,0.0,687.0,0.0,16.0,0.0,38155.0,69.6,37.0,0
15000.0,36.0,14.99,519.91,C,C4,3.0,OWN,60000.0,Source Verified,debt_consolidation,14.09,1.0,677.0,1.0,26.0,0.0,12272.0,32.0,31.0,0
9600.0,36.0,13.67,326.57,C,C3,8.0,RENT,30253.0,Verified,debt_consolidation,31.57,0.0,697.0,0.0,8.0,0.0,5738.0,92.5,22.0,0
35000.0,36.0,12.05,1163.34,C,C1,2.0,MORTGAGE,220000.0,Source Verified,home_improvement,14.62,0.0,707.0,1.0,17.0,0.0,21512.0,44.4,31.0,0
8000.0,36.0,7.99,250.66,A,A4,6.0,RENT,147000.0,Source Verified,debt_consolidation,11.88,0.0,702.0,0.0,13.0,1.0,7091.0,28.3,28.0,0
